Date,Store_ID,Store_Location,Region,SKU,SKU_Category,SKU_SubCategory,Brand,Unit_Price,Discount,Promo_Flag,Stock_On_Hand,Supplier_ID,Supplier_Rating,Weather,DayOfWeek,Holiday_Flag,Footfall,Basket_Size,Avg_Customer_Age,Loyalty_Segment,Staff_Count,Competitor_Price,Web_Orders,Mobile_Orders,Units_Sold,Sales_Revenue
06/10/2022,DXB01,Abu Dhabi,South,1034,Bakery,SubC,BrandB,7.2,0.1,0,64,SUP03,3.95,Cool,3,0,222,3,32.5,Gold,14,23.34,32,48,261,1691.28
07/10/2022,AUH02,Al Ain,South,1000,Produce,SubA,BrandC,4.65,0.05,0,98,SUP02,4.99,Cool,4,0,153,7.42,52.8,Bronze,13,28.4,90,10,263,1161.8
08/10/2022,ALN04,Sharjah,North,1023,Produce,SubA,BrandB,35.95,0.1,0,67,SUP01,4.96,Hot,5,0,715,6.47,48.1,Bronze,11,16.27,55,34,214,6923.97
09/10/2022,ALN04,Dubai,South,1056,Beverages,SubC,BrandA,16.74,0.15,0,72,SUP01,4.76,Cool,6,0,656,2.7,25.8,Bronze,23,31.1,1,38,303,4311.39
10/10/2022,AUH02,Abu Dhabi,West,1099,Dairy,SubC,BrandB,12.94,0.2,1,100,SUP01,4.15,Hot,0,0,213,7.64,26,Silver,21,21.82,13,9,322,3333.34
11/10/2022,SHJ03,Dubai,North,1069,Personal Care,SubC,BrandA,29.54,0.05,1,61,SUP01,3.8,Hot,1,0,954,3.5,52.4,Bronze,13,20.71,12,73,238,6678.99
12/10/2022,AUH02,Sharjah,Central,1040,Beverages,SubB,BrandB,33.78,0.15,1,135,SUP02,3.73,Cool,2,0,775,5.56,24.7,Bronze,9,38.76,23,71,339,9733.71
13/10/2022,SHJ03,Sharjah,North,1053,Snacks,SubA,BrandA,34.77,0.1,0,33,SUP01,3.02,Cool,3,0,1076,6.2,44.7,Platinum,8,3.97,68,68,254,7948.42
14/10/2022,DXB01,Sharjah,South,1045,Personal Care,SubC,BrandB,14.01,0.05,0,81,SUP04,3.5,Sunny,4,0,800,1.16,29.5,Silver,20,39.9,33,22,277,3686.73
15/10/2022,DXB01,Dubai,Central,1059,Dairy,SubB,BrandA,34.38,0.05,0,18,SUP04,4.44,Rainy,5,0,391,7.71,23.2,Silver,11,38.61,86,33,250,8165.25
16/10/2022,DXB01,Dubai,North,1059,Snacks,SubA,BrandD,3.56,0.15,1,119,SUP03,4.21,Sunny,6,0,360,3.41,24,Bronze,6,23.68,18,31,321,971.35
17/10/2022,ALN04,Dubai,West,1056,Bakery,SubB,BrandB,3.89,0.05,1,174,SUP01,4.83,Rainy,0,0,663,2.33,34.3,Bronze,23,22.98,29,15,316,1167.78
18/10/2022,DXB01,Dubai,West,1030,Snacks,SubA,BrandB,25.69,0.2,1,103,SUP04,3.1,Rainy,1,0,148,6.95,24.6,Bronze,16,17.43,48,67,209,4295.37
19/10/2022,SHJ03,Sharjah,North,1083,Bakery,SubB,BrandC,4.4,0.2,0,126,SUP04,3.31,Sunny,2,0,1129,5.92,41.7,Silver,8,44.75,42,53,320,1126.4
20/10/2022,DXB01,Sharjah,West,1023,Personal Care,SubA,BrandC,14.34,0.15,1,92,SUP04,4.58,Sunny,3,0,478,1.61,43.4,Silver,18,6.6,15,27,219,2669.39
21/10/2022,AUH02,Abu Dhabi,West,1088,Bakery,SubA,BrandA,27.56,0.1,0,190,SUP02,3.72,Rainy,4,0,323,1.82,34.3,Gold,22,27.3,51,59,216,5357.66
22/10/2022,AUH02,Abu Dhabi,West,1035,Personal Care,SubB,BrandB,14.82,0.15,0,89,SUP01,3.24,Rainy,5,0,1146,6.01,46.5,Bronze,23,31.25,97,59,340,4282.98
23/10/2022,ALN04,Dubai,Central,1084,Personal Care,SubC,BrandA,8.82,0.2,0,161,SUP02,4.99,Rainy,6,0,1107,1.52,38.2,Bronze,19,42.16,48,43,342,2413.15
24/10/2022,AUH02,Al Ain,West,1029,Personal Care,SubA,BrandD,12.69,0,0,158,SUP02,4.57,Hot,0,0,756,7.42,36.2,Gold,12,35.5,10,1,276,3502.44
25/10/2022,SHJ03,Al Ain,West,1023,Personal Care,SubC,BrandC,19.39,0,0,109,SUP04,3.82,Rainy,1,0,209,6.19,35.4,Bronze,12,29.61,77,22,214,4149.46
26/10/2022,DXB01,Sharjah,West,1029,Personal Care,SubB,BrandA,20.06,0.05,0,49,SUP04,4.65,Cool,2,0,823,3.35,36.2,Bronze,19,6.85,46,45,236,4497.45
27/10/2022,ALN04,Sharjah,Central,1085,Snacks,SubC,BrandA,31.75,0.05,0,112,SUP03,4.36,Cool,3,0,652,3.54,53.9,Bronze,20,17.95,78,72,233,7027.86
28/10/2022,DXB01,Sharjah,North,1091,Personal Care,SubC,BrandC,30.51,0,0,71,SUP01,4.58,Cool,4,0,1105,4.55,44.5,Gold,17,7.8,34,53,251,7658.01
29/10/2022,DXB01,Abu Dhabi,South,1006,Snacks,SubC,BrandB,19.36,0.2,1,78,SUP01,4.63,Sunny,5,0,797,3.53,32.4,Gold,17,39.87,70,70,340,5265.92
30/10/2022,SHJ03,Abu Dhabi,West,1034,Personal Care,SubC,BrandA,34.14,0.05,0,151,SUP04,3.17,Sunny,6,0,825,6.48,46.2,Bronze,13,34.18,28,8,242,7848.79
31/10/2022,AUH02,Sharjah,North,1054,Bakery,SubC,BrandC,6.34,0.15,0,118,SUP04,4.25,Sunny,0,0,405,7.82,32.9,Bronze,21,34.53,53,69,278,1498.14
01/11/2022,AUH02,Sharjah,West,1091,Personal Care,SubA,BrandB,11.7,0.15,1,179,SUP01,3.01,Rainy,1,0,1058,5.09,26.1,Silver,14,29.98,85,43,379,3769.16
02/11/2022,DXB01,Sharjah,Central,1013,Dairy,SubA,BrandD,33.46,0.2,1,187,SUP03,3.09,Cool,2,0,1053,4.12,37.7,Gold,7,23.7,22,73,258,6906.14
03/11/2022,ALN04,Al Ain,North,1009,Personal Care,SubA,BrandC,16.36,0.05,0,198,SUP04,4.81,Rainy,3,0,720,2.56,46.8,Bronze,19,8.28,23,72,223,3465.87
04/11/2022,AUH02,Abu Dhabi,Central,1079,Personal Care,SubB,BrandA,39.28,0.15,0,13,SUP03,4.06,Hot,4,0,729,5.57,34.5,Gold,21,16.04,98,11,206,6877.93
05/11/2022,ALN04,Al Ain,West,1015,Bakery,SubC,BrandD,19.72,0.05,0,81,SUP02,4.47,Hot,5,1,976,5.8,50.7,Bronze,10,7.71,9,31,257,4814.64
06/11/2022,AUH02,Al Ain,West,1053,Produce,SubA,BrandB,32.09,0.05,0,26,SUP04,4.68,Sunny,6,0,655,5.8,34.8,Bronze,10,33.12,60,33,221,6737.3
07/11/2022,ALN04,Sharjah,Central,1094,Bakery,SubB,BrandB,17.29,0.15,0,123,SUP02,4.9,Hot,0,0,166,1.19,33.5,Bronze,23,8.72,7,32,185,2718.85
08/11/2022,SHJ03,Sharjah,South,1088,Dairy,SubA,BrandC,18.15,0,1,94,SUP04,4.74,Cool,1,0,934,7.29,54.9,Bronze,23,32.13,47,63,351,6370.65
09/11/2022,ALN04,Dubai,Central,1076,Produce,SubA,BrandC,16.55,0.15,0,66,SUP02,3.97,Hot,2,0,305,3.37,37.9,Bronze,10,31.71,75,47,292,4107.71
10/11/2022,SHJ03,Dubai,West,1069,Beverages,SubC,BrandC,29.32,0.2,1,116,SUP04,3.67,Sunny,3,0,885,6.21,48.6,Gold,16,21.64,92,15,273,6403.49
11/11/2022,SHJ03,Al Ain,Central,1043,Beverages,SubB,BrandB,22.81,0.1,1,57,SUP03,3.31,Rainy,4,0,254,6.32,48.6,Bronze,18,7.64,28,49,223,4577.97
12/11/2022,ALN04,Abu Dhabi,South,1072,Dairy,SubC,BrandD,37.86,0.15,1,181,SUP03,3.8,Hot,5,0,1197,5.55,52.6,Bronze,8,15.4,86,22,265,8527.96
13/11/2022,SHJ03,Sharjah,Central,1044,Bakery,SubC,BrandB,11.53,0.05,0,182,SUP03,3.73,Cool,6,0,1172,3.76,24.8,Bronze,22,15.63,25,25,299,3275.1
14/11/2022,DXB01,Sharjah,South,1099,Snacks,SubA,BrandA,5.82,0.05,1,126,SUP02,4.12,Cool,0,0,882,5.26,31,Gold,23,32.06,36,53,361,1995.97
15/11/2022,SHJ03,Al Ain,South,1055,Dairy,SubC,BrandB,16.94,0.15,0,170,SUP03,4.33,Cool,1,0,684,1.28,47.3,Gold,19,6.71,95,43,206,2966.19
16/11/2022,AUH02,Dubai,Central,1083,Produce,SubB,BrandA,25.44,0.1,0,40,SUP02,4.96,Rainy,2,0,807,6.33,40.6,Bronze,17,37.62,51,36,298,6823.01
17/11/2022,ALN04,Abu Dhabi,Central,1081,Produce,SubC,BrandD,34.71,0.15,0,121,SUP04,4.46,Cool,3,0,278,1.7,40.5,Bronze,19,34.68,37,8,228,6726.8
18/11/2022,DXB01,Dubai,North,1056,Personal Care,SubC,BrandC,15.16,0.1,0,56,SUP02,4.29,Sunny,4,0,1171,3.78,27.5,Bronze,23,9.85,5,12,239,3260.92
19/11/2022,ALN04,Dubai,West,1020,Beverages,SubC,BrandC,26.84,0.1,0,143,SUP04,3.67,Sunny,5,0,1195,1.73,31.3,Silver,7,32.87,7,59,306,7391.74
20/11/2022,AUH02,Dubai,South,1067,Produce,SubA,BrandB,15.31,0.2,0,117,SUP01,3.07,Cool,6,1,212,6.86,39.2,Bronze,12,30.68,16,1,298,3649.9
21/11/2022,AUH02,Dubai,North,1049,Dairy,SubB,BrandC,25.45,0.05,0,81,SUP01,3.58,Hot,0,0,856,4.85,31.1,Silver,20,34.12,75,59,295,7132.36
22/11/2022,AUH02,Sharjah,Central,1032,Produce,SubA,BrandD,35.62,0.05,0,80,SUP01,4.54,Cool,1,0,996,5.84,28.9,Silver,15,9.96,61,56,270,9136.53
23/11/2022,SHJ03,Sharjah,West,1090,Dairy,SubA,BrandC,10.79,0.1,0,171,SUP02,3.41,Sunny,2,0,920,5.78,24.9,Silver,20,8.61,85,42,263,2553.99
24/11/2022,SHJ03,Dubai,North,1006,Snacks,SubA,BrandB,17.36,0.05,0,117,SUP01,4.42,Sunny,3,0,258,6.89,27.1,Bronze,22,12.02,77,18,175,2886.1
25/11/2022,ALN04,Abu Dhabi,South,1069,Personal Care,SubA,BrandD,39.74,0,1,62,SUP01,4.16,Sunny,4,1,885,1.93,47.4,Bronze,16,17.61,33,10,287,11405.38
26/11/2022,ALN04,Al Ain,North,1014,Beverages,SubA,BrandA,35.01,0.1,0,151,SUP01,3.34,Hot,5,0,1153,5.62,45.7,Silver,7,36.09,18,46,276,8696.48
27/11/2022,DXB01,Abu Dhabi,South,1081,Produce,SubB,BrandB,23.46,0.05,0,25,SUP04,3.52,Hot,6,0,350,5.03,23.5,Silver,23,33.68,69,62,279,6218.07
28/11/2022,DXB01,Abu Dhabi,Central,1031,Dairy,SubC,BrandA,21.63,0,0,180,SUP03,3.99,Hot,0,0,212,1.22,28.7,Bronze,9,41.78,81,6,256,5537.28
29/11/2022,ALN04,Abu Dhabi,West,1074,Bakery,SubA,BrandD,12.81,0.2,0,125,SUP02,3.84,Sunny,1,0,358,2.41,40.5,Gold,14,4.33,99,30,190,1947.12
30/11/2022,SHJ03,Dubai,West,1019,Beverages,SubA,BrandB,21.65,0.05,0,82,SUP01,4.56,Rainy,2,0,206,2.87,32.6,Silver,22,2.3,36,54,197,4051.8
01/12/2022,AUH02,Sharjah,West,1087,Snacks,SubB,BrandB,34.23,0,0,83,SUP04,4.47,Cool,3,0,674,1.51,49.2,Bronze,22,32,37,24,223,7633.29
02/12/2022,ALN04,Abu Dhabi,Central,1014,Dairy,SubB,BrandD,28.04,0.15,1,90,SUP03,4.15,Cool,4,0,1090,3.48,47.9,Bronze,22,13.87,14,71,270,6435.18
03/12/2022,DXB01,Dubai,South,1047,Personal Care,SubC,BrandC,13.02,0.15,0,21,SUP03,4.64,Sunny,5,0,526,1.19,51.4,Platinum,21,16.23,39,29,251,2777.82
04/12/2022,SHJ03,Abu Dhabi,Central,1070,Personal Care,SubB,BrandB,9.66,0,0,137,SUP03,4.13,Hot,6,0,958,4.87,40.6,Bronze,13,25.42,8,35,339,3274.74
05/12/2022,ALN04,Abu Dhabi,West,1020,Snacks,SubC,BrandB,12.08,0.1,0,79,SUP04,4.93,Rainy,0,0,1017,2.48,33.6,Gold,20,6.22,52,49,251,2728.87
06/12/2022,ALN04,Dubai,Central,1041,Snacks,SubA,BrandA,8.45,0.1,1,156,SUP01,3.43,Rainy,1,0,726,3.01,42,Bronze,6,29.56,69,13,340,2585.7
07/12/2022,SHJ03,Sharjah,Central,1025,Personal Care,SubA,BrandC,5.63,0.05,0,50,SUP03,4.43,Hot,2,0,574,7.37,24.9,Bronze,24,15.85,65,28,297,1588.5
08/12/2022,ALN04,Sharjah,Central,1013,Produce,SubC,BrandA,17.93,0.15,0,190,SUP04,3.74,Cool,3,0,651,4.52,22.3,Silver,20,29.13,79,26,285,4343.54
09/12/2022,SHJ03,Al Ain,South,1056,Produce,SubB,BrandA,6.31,0.1,1,166,SUP04,3.56,Cool,4,0,443,2.88,22.6,Bronze,14,37.83,51,49,324,1840
10/12/2022,AUH02,Dubai,North,1036,Dairy,SubC,BrandC,8.53,0.1,0,68,SUP02,3.36,Rainy,5,0,727,5.19,35.4,Bronze,10,9.19,0,35,276,2118.85
11/12/2022,SHJ03,Al Ain,North,1057,Bakery,SubB,BrandC,22.8,0.15,0,98,SUP04,4.11,Rainy,6,0,235,2.41,29.5,Bronze,21,42.01,29,33,228,4418.64
12/12/2022,SHJ03,Al Ain,Central,1020,Dairy,SubA,BrandD,8.25,0.2,0,33,SUP03,3.43,Hot,0,0,376,1.52,27.2,Gold,18,24.73,96,20,267,1762.2
13/12/2022,SHJ03,Al Ain,North,1081,Bakery,SubB,BrandC,4.43,0.1,0,153,SUP03,3.4,Cool,1,0,130,1.15,42.3,Silver,21,41.67,0,37,254,1012.7
14/12/2022,ALN04,Sharjah,North,1068,Snacks,SubC,BrandB,14.06,0,0,189,SUP04,4.98,Rainy,2,0,346,7.66,54.8,Bronze,16,10.77,38,74,247,3472.82
15/12/2022,ALN04,Dubai,Central,1002,Beverages,SubC,BrandC,10.37,0.05,0,89,SUP03,4.6,Cool,3,0,510,6.07,27.9,Bronze,18,27.92,15,49,299,2945.6
16/12/2022,SHJ03,Al Ain,Central,1086,Dairy,SubA,BrandD,21.58,0.1,0,143,SUP04,4.5,Rainy,4,0,126,6.6,40,Silver,11,19.25,16,36,212,4117.46
17/12/2022,ALN04,Dubai,West,1089,Dairy,SubB,BrandD,5.89,0.1,0,174,SUP03,4.59,Hot,5,0,172,7.87,26,Bronze,22,35.25,81,74,268,1420.67
18/12/2022,DXB01,Dubai,North,1036,Bakery,SubB,BrandD,30.57,0.2,0,141,SUP02,4.94,Cool,6,0,772,7.52,52.8,Bronze,10,27.98,21,18,259,6334.1
19/12/2022,DXB01,Sharjah,South,1087,Snacks,SubB,BrandC,36.44,0,1,101,SUP01,4.15,Rainy,0,0,575,6.16,31.6,Bronze,22,23.16,85,0,250,9110
20/12/2022,ALN04,Al Ain,Central,1048,Snacks,SubA,BrandC,30.25,0.05,1,175,SUP02,3.44,Rainy,1,0,386,5.86,51,Silver,6,41.24,98,39,339,9742.01
21/12/2022,ALN04,Al Ain,West,1018,Bakery,SubB,BrandA,22.25,0.1,0,178,SUP02,4.72,Rainy,2,1,311,3.36,31.3,Bronze,10,18.09,30,54,269,5386.72
22/12/2022,SHJ03,Dubai,South,1088,Snacks,SubC,BrandA,34.71,0.05,0,101,SUP01,4.49,Rainy,3,0,1199,1.73,48.6,Silver,10,11.3,39,25,250,8243.62
23/12/2022,AUH02,Abu Dhabi,North,1084,Personal Care,SubB,BrandB,28.41,0.15,0,90,SUP03,3.83,Hot,4,0,500,5.02,28.9,Silver,12,28.07,26,42,253,6109.57
24/12/2022,ALN04,Sharjah,West,1011,Produce,SubA,BrandA,2.4,0.1,0,151,SUP01,3.95,Cool,5,1,754,5.03,31.7,Platinum,21,28.76,35,58,340,734.4
25/12/2022,DXB01,Sharjah,Central,1060,Personal Care,SubB,BrandB,16.98,0.1,0,80,SUP04,3.82,Cool,6,0,1157,7.67,28.4,Gold,23,20.77,3,50,329,5027.78
26/12/2022,SHJ03,Sharjah,South,1040,Beverages,SubB,BrandD,34.34,0.15,1,188,SUP01,4.86,Sunny,0,0,597,4.1,30.7,Bronze,11,22.82,68,14,240,7005.36
27/12/2022,ALN04,Sharjah,Central,1032,Dairy,SubC,BrandA,15.14,0.2,0,74,SUP02,3.69,Cool,1,0,947,5.84,49.6,Silver,7,43.25,24,7,322,3900.06
28/12/2022,DXB01,Al Ain,North,1049,Beverages,SubB,BrandC,3.34,0.1,0,61,SUP01,4.93,Sunny,2,0,197,5.02,43.1,Gold,18,33.45,94,13,253,760.52
29/12/2022,DXB01,Al Ain,South,1067,Dairy,SubC,BrandA,30.35,0.05,0,39,SUP03,4.82,Rainy,3,0,465,2.24,35.4,Silver,15,6.58,77,6,222,6400.82
30/12/2022,AUH02,Abu Dhabi,North,1070,Produce,SubC,BrandB,32.48,0,0,194,SUP02,4.26,Hot,4,0,562,5.14,54.1,Bronze,16,10.96,29,17,192,6236.16
31/12/2022,SHJ03,Sharjah,North,1085,Snacks,SubA,BrandA,8.1,0.05,0,108,SUP04,4.16,Hot,5,0,127,4.78,37.3,Bronze,7,43.94,46,11,280,2154.6
01/01/2023,SHJ03,Sharjah,West,1032,Personal Care,SubC,BrandD,22.42,0.2,0,167,SUP03,3.74,Rainy,6,0,812,4.46,54,Gold,13,33.18,11,1,346,6205.86
02/01/2023,AUH02,Dubai,Central,1080,Bakery,SubC,BrandC,9.29,0,0,107,SUP02,3.04,Sunny,0,0,372,4.59,28.5,Bronze,24,41.33,26,49,319,2963.51
03/01/2023,AUH02,Al Ain,South,1023,Personal Care,SubA,BrandB,29.33,0.05,1,51,SUP04,3.26,Rainy,1,0,925,2.15,51.9,Bronze,22,14.93,44,20,272,7578.87
04/01/2023,SHJ03,Sharjah,North,1060,Produce,SubC,BrandC,12.32,0.05,0,148,SUP03,4.51,Hot,2,0,301,4.24,22.5,Silver,21,33.85,87,6,281,3288.82
05/01/2023,SHJ03,Abu Dhabi,North,1060,Beverages,SubA,BrandC,14.02,0.15,1,36,SUP04,3.94,Hot,3,0,549,5.24,40,Gold,15,32.64,62,11,356,4242.45
06/01/2023,ALN04,Abu Dhabi,South,1097,Bakery,SubB,BrandB,34.11,0.2,1,161,SUP01,3.3,Cool,4,0,118,4.43,36,Bronze,10,14.53,54,56,235,6412.68
07/01/2023,ALN04,Al Ain,North,1027,Snacks,SubA,BrandC,20.1,0.15,0,176,SUP01,3.53,Sunny,5,0,410,4.42,39.3,Gold,19,25.6,29,73,273,4664.2
08/01/2023,AUH02,Abu Dhabi,West,1057,Produce,SubC,BrandC,27.45,0,1,81,SUP04,4.9,Cool,6,0,511,1.54,40.3,Gold,24,28.9,81,22,306,8399.7
09/01/2023,ALN04,Abu Dhabi,West,1042,Bakery,SubA,BrandA,17.29,0.15,0,27,SUP01,3.73,Hot,0,0,841,2.34,34.8,Silver,9,22.58,13,29,321,4717.58
10/01/2023,DXB01,Al Ain,West,1040,Produce,SubC,BrandC,13.32,0.2,1,86,SUP04,4.82,Hot,1,0,723,3.25,54.9,Silver,21,37.53,55,57,373,3974.69
11/01/2023,ALN04,Sharjah,West,1038,Produce,SubB,BrandC,25.77,0.1,0,54,SUP03,3.61,Cool,2,0,831,3.94,54.2,Silver,20,37.78,18,51,324,7514.53
12/01/2023,ALN04,Sharjah,North,1085,Snacks,SubA,BrandC,7.88,0.1,0,124,SUP02,4.09,Cool,3,0,734,5.16,53.7,Gold,14,38.55,85,55,307,2177.24
13/01/2023,DXB01,Abu Dhabi,South,1048,Dairy,SubB,BrandC,16.17,0,0,96,SUP04,3.04,Hot,4,0,597,7.04,54.3,Silver,8,36.51,25,9,326,5271.42
14/01/2023,AUH02,Abu Dhabi,South,1016,Bakery,SubC,BrandB,9.94,0.1,0,149,SUP02,4.04,Cool,5,0,343,2.11,48.2,Gold,14,22.89,70,18,297,2656.96
15/01/2023,DXB01,Sharjah,South,1097,Snacks,SubC,BrandD,28.44,0.15,1,186,SUP02,4.27,Cool,6,0,789,1.11,54.6,Bronze,23,18.28,91,18,271,6551.15
16/01/2023,ALN04,Al Ain,South,1069,Produce,SubB,BrandA,37.88,0,0,168,SUP04,3.47,Sunny,0,1,676,4.14,51.4,Bronze,9,37.72,37,58,267,10113.96
17/01/2023,AUH02,Abu Dhabi,Central,1069,Snacks,SubA,BrandC,39.83,0.2,0,101,SUP01,4.16,Hot,1,0,614,4.02,35.7,Bronze,24,22.98,68,43,238,7583.63
18/01/2023,ALN04,Dubai,South,1097,Dairy,SubA,BrandC,19.11,0,0,31,SUP03,4.29,Rainy,2,0,306,4.86,47.9,Silver,9,12.44,35,58,200,3822
19/01/2023,DXB01,Al Ain,Central,1064,Personal Care,SubC,BrandB,11.6,0,1,181,SUP02,4.37,Sunny,3,0,1047,6.83,52.1,Gold,14,23.72,17,3,406,4709.6
20/01/2023,DXB01,Abu Dhabi,Central,1073,Bakery,SubB,BrandD,18.83,0.05,0,101,SUP03,4.55,Rainy,4,0,493,6.62,45.5,Bronze,6,7.93,56,64,204,3649.25
21/01/2023,ALN04,Abu Dhabi,West,1084,Dairy,SubB,BrandC,34.2,0.05,0,86,SUP02,3.62,Cool,5,0,1144,1.7,36,Bronze,6,31.68,77,12,280,9097.2
22/01/2023,SHJ03,Dubai,Central,1004,Beverages,SubA,BrandB,9.83,0,0,34,SUP04,4.14,Cool,6,0,817,7.54,24.2,Bronze,24,16.31,22,66,328,3224.24
23/01/2023,SHJ03,Dubai,North,1001,Bakery,SubA,BrandA,38.18,0.1,0,117,SUP01,4.96,Rainy,0,0,301,1.77,48.7,Bronze,8,13.06,13,11,205,7044.21
24/01/2023,DXB01,Sharjah,Central,1021,Dairy,SubA,BrandA,14.99,0.05,0,188,SUP03,4.8,Cool,1,0,219,5.44,53.4,Bronze,15,43.12,95,54,290,4129.74
25/01/2023,DXB01,Al Ain,West,1056,Produce,SubB,BrandC,39.46,0.2,0,144,SUP02,4.91,Cool,2,0,488,5.71,34,Bronze,17,35.36,68,60,273,8618.06
26/01/2023,SHJ03,Al Ain,Central,1065,Bakery,SubA,BrandC,33.87,0.15,0,118,SUP04,3.77,Sunny,3,0,333,5.76,27,Gold,23,35.8,21,40,290,8348.96
27/01/2023,SHJ03,Sharjah,North,1073,Bakery,SubA,BrandD,32.73,0.05,0,143,SUP04,4.57,Rainy,4,0,701,2.86,32.8,Bronze,19,28.74,27,35,256,7959.94
28/01/2023,ALN04,Al Ain,North,1097,Snacks,SubC,BrandD,14.08,0,0,33,SUP02,4.24,Sunny,5,0,811,3.31,41.2,Silver,15,38.05,42,1,313,4407.04
29/01/2023,ALN04,Al Ain,North,1015,Produce,SubA,BrandC,2.33,0.1,0,28,SUP02,3.17,Rainy,6,0,1081,4.84,32.5,Silver,15,34.6,75,21,373,782.18
30/01/2023,SHJ03,Al Ain,West,1050,Beverages,SubA,BrandB,16.52,0.15,0,92,SUP02,4.65,Sunny,0,1,956,2.4,42.2,Silver,23,27.67,17,21,351,4928.74
31/01/2023,ALN04,Al Ain,West,1038,Personal Care,SubB,BrandD,13.47,0.05,1,124,SUP01,4.35,Hot,1,0,175,1.14,53.9,Bronze,6,43.32,99,40,352,4504.37
01/02/2023,ALN04,Al Ain,South,1085,Dairy,SubB,BrandC,3.42,0.1,1,18,SUP02,3.4,Hot,2,0,748,4.94,44.1,Gold,20,10.08,94,13,363,1117.31
02/02/2023,AUH02,Dubai,West,1075,Snacks,SubC,BrandD,21.2,0.1,0,121,SUP02,3.16,Rainy,3,0,749,4.26,34,Silver,13,42.55,76,34,331,6315.48
03/02/2023,ALN04,Al Ain,North,1087,Dairy,SubA,BrandC,17.32,0.1,0,173,SUP01,4.67,Hot,4,0,595,5.6,52.9,Bronze,8,19.14,83,49,300,4676.4
04/02/2023,DXB01,Dubai,North,1039,Beverages,SubC,BrandA,26.11,0,0,111,SUP04,3.16,Sunny,5,1,929,2.03,40.7,Bronze,23,24.63,35,8,301,7859.11
05/02/2023,ALN04,Al Ain,West,1037,Beverages,SubB,BrandC,25.61,0.2,0,177,SUP02,3.18,Rainy,6,0,582,6.89,26.2,Bronze,14,7.1,6,58,218,4466.38
06/02/2023,ALN04,Sharjah,Central,1059,Bakery,SubC,BrandA,6.59,0.1,0,161,SUP03,3.85,Hot,0,0,1183,2.02,38.5,Gold,21,25.13,22,55,373,2212.26
07/02/2023,SHJ03,Abu Dhabi,West,1058,Beverages,SubB,BrandD,39.12,0.15,0,57,SUP04,3.27,Hot,1,0,1090,7.24,43.6,Silver,20,28.2,33,9,290,9643.08
08/02/2023,DXB01,Dubai,West,1009,Dairy,SubC,BrandC,9.1,0.05,0,78,SUP03,4.83,Rainy,2,0,718,4.15,49.7,Bronze,10,44.9,95,24,367,3172.71
09/02/2023,ALN04,Al Ain,North,1098,Produce,SubC,BrandD,18.92,0.15,1,190,SUP02,3.94,Hot,3,0,649,4.85,52.9,Bronze,18,43.93,20,44,360,5789.52
10/02/2023,ALN04,Sharjah,South,1063,Produce,SubA,BrandA,20.55,0,0,191,SUP01,4.14,Hot,4,0,745,7.28,32.5,Gold,12,43.55,69,10,327,6719.85
11/02/2023,AUH02,Abu Dhabi,North,1062,Bakery,SubC,BrandC,32.9,0,0,179,SUP01,4.86,Rainy,5,0,601,3.1,27.1,Gold,21,16.85,79,8,214,7040.6
12/02/2023,ALN04,Dubai,South,1048,Personal Care,SubA,BrandD,5.77,0.15,0,128,SUP01,4.06,Hot,6,0,945,2.27,24.4,Silver,12,44.62,98,6,360,1765.62
13/02/2023,ALN04,Abu Dhabi,North,1063,Dairy,SubA,BrandA,18.29,0.2,0,54,SUP02,3.71,Hot,0,0,152,4.12,46.4,Silver,21,21.48,46,70,261,3818.95
14/02/2023,AUH02,Sharjah,West,1031,Dairy,SubA,BrandD,25.88,0,0,134,SUP02,4.59,Hot,1,0,549,2.71,48.2,Gold,18,38.6,52,33,334,8643.92
15/02/2023,SHJ03,Dubai,North,1006,Beverages,SubA,BrandB,10.18,0,0,23,SUP03,3.89,Hot,2,1,161,4.69,35.5,Silver,22,11.15,83,19,269,2738.42
16/02/2023,ALN04,Abu Dhabi,North,1020,Dairy,SubC,BrandA,25.84,0.15,0,166,SUP01,3.64,Cool,3,0,1146,2.93,35.1,Bronze,14,23.65,40,4,316,6940.62
17/02/2023,AUH02,Al Ain,North,1019,Snacks,SubB,BrandA,37.1,0,0,143,SUP02,4.45,Rainy,4,0,143,7.05,53.5,Bronze,17,43.53,74,54,274,10165.4
18/02/2023,DXB01,Dubai,West,1025,Personal Care,SubB,BrandA,39.91,0.2,1,144,SUP04,4.6,Cool,5,0,919,5.25,52.3,Gold,18,42.71,31,14,366,11685.65
19/02/2023,SHJ03,Abu Dhabi,West,1067,Beverages,SubB,BrandC,3.23,0.2,0,46,SUP02,4.58,Cool,6,1,758,1,29.7,Bronze,14,31.34,13,47,356,919.9
20/02/2023,DXB01,Sharjah,West,1085,Snacks,SubC,BrandC,10.95,0.2,0,62,SUP02,4.96,Sunny,0,0,827,6.64,47.8,Bronze,10,36.27,87,3,362,3171.12
21/02/2023,DXB01,Sharjah,West,1014,Bakery,SubA,BrandC,13.79,0.05,0,27,SUP04,4.57,Cool,1,0,951,3.31,42.5,Gold,12,9.42,94,20,264,3458.53
22/02/2023,AUH02,Dubai,South,1084,Produce,SubB,BrandB,17.17,0.2,0,47,SUP01,4.54,Cool,2,0,146,3.24,27.1,Silver,6,32.98,16,8,293,4024.65
